Hong Kong,China,,"https://www.windy.com/-Webcams/China/Hong-Kong/Downtown-live-webcam-in/webcams/1179240123?22.675,107.095,5",3a61b693e0f04092b22a977a34a88c03,HTTP,,Street,Skyline
,China,,https://www.youtube.com/watch?v=WOxw55CBwL4,ad5ff1dab5e148a9bbd16b36fe770844,HTTP,,Street,Hospital 
Datong,China,,https://www.webcamgalore.com/webcam/China/Datong/28631.html,49282c81f7f945a6aef2211116aa6adf,HTTP,,Street,
,China,,http://www.onedir.com/cam3.htm,180317aa5c9b46d4a1b0e016a7643091,HTTP,,,
Shanghai,China,,http://www.mylivestreams.com/webcam/live-shanghai-city-downtown-video-streaming-camera-china/10358.html,632f4f6f2ed1468ab48ecf34977336eb,HTTP,,,
Qinhuangdao,China,,https://worldcam.eu/webcams/asia/china/17259-qinhuangdao-shanhaiguan,7c4e881cac7b48f79c2cfaa9eae0bc57,HTTP,,Street,Landmark
Hengyang,China,,https://www.weatherbug.com/traffic-cam/hengyang-hunan-ch,5ad80ca3f5494df6accbb9cf1d3209d2,HTTP,,Traffic,
Taizhou Jiangsu,China,,https://www.geocam.ru/en/in/jiangsu/,18a8a0acb00b4479aea26f91d1624a7b,HTTP,,Traffic,"Multiple cams, all Traffic"
,China,,https://www.youtube.com/watch?v=cqjaUAloHzQ&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=211,mczvBWW8NZ,,,Traffic,
City,Country,Image URL,Video URL,ID,Type (IP or HTTP),Link,"Type (Traffic, Street, Beach, Airport)",Specific
Copenhagen,Denmark,,https://www.webcamtaxi.com/en/denmark/capital-region-of-denmark/copenhagen-city-centre.html,d7767ee1bf384cba8368a9c71f1f7eb6,HTTP,,Street,
Copenhagen,Denmark,,https://www.webcamtaxi.com/en/denmark/capital-region-of-denmark/copenhagen-city-centre.html,f3c8ed76057e478599c8f19076ca063c,HTTP,,DUPLICATE CAM,
Copenhagen,Denmark,,https://www.webcamtaxi.com/en/denmark/capital-region-of-denmark/copenhagen-city-centre.html,5ef9d4ec1dfb4f8e883452afd6eb1e70,HTTP,,DUPLICATE CAM,
Copenhagen,Denmark,,https://www.webcamtaxi.com/en/denmark/capital-region-of-denmark/copenhagen-city-centre.html,61531da7f1d741c9b44ddcb5846c3829,HTTP,,DUPLICATE CAM,
Helsinki,Finland,,https://www.webcamtaxi.com/en/finland/uusimaa/helsinki-erottaja-square.html,5fdd874a6b1043f492a5ce8a2a4f20f4,HTTP,,Street,
IISALMI,Finland,,https://www.youtube.com/watch?v=2V-9PMsPotk&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=77,blaLU7GdQQ,,,Street,
Clearwater beach,Florida,,https://www.youtube.com/watch?v=fa7wCF6JL1w,Sm7vwNhHoV,,,Beach,
Paris,France,,https://www.youtube.com/watch?v=Z4WCC0KWgM4&feature=emb_logo,7dd48fb82b39439e97cbb54fd4cf77d1,HTTP,,Street ,Restraunt
Paris,France,,https://www.youtube.com/watch?v=mGvdEFpwWsI&feature=emb_logo,03fba27c81ca4b8ca022561cb1ba731a,HTTP,,Street ,Landmark
Munich,Germany,,https://camteria.com/en/germany/munich/marienplatz_cam_4018,4cc08be96f3f4938b35e41cfe8bfbc2b,HTTP,,Street ,Restraunt inside
Munich,Germany,,https://camteria.com/en/germany/munich/marienplatz_cam_4018,5f5aeeea1310441780740aaf31a5e756,HTTP,,DUPLICATE CAM,
Hamburg,Germany,,https://www.youtube.com/watch?v=EXikUQLRJm4&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=204,dwiUNVbDi6,,,Traffic,
Tegucigalpa,Honduras,,https://www.skylinewebcams.com/en/webcam/honduras.html,4ba299caf59b4c1b9374c9358805b7f1,HTTP,,beach,"Multiple cams, all beaches/bayfronts"
Delhi,India,,http://103.205.146.16/webcapture.jpg?command=snap&channel=1?1584543126#.XnI1g8DPFNs.link,e4af2890b51245dab7737bd17c3ae0fb,IP,,Street,
Delhi,India,,http://www.camvista.com/asia/india/new-delhi/traffic-cam.php,83a78e422fb94b3c909c9dae215f8c19,HTTP,,Traffic,
Mathura,India,,"https://www.windy.com/-Webcams/India/Uttar-Pradesh/Mathura/Vrindavan-Temple/webcams/1503699073?3.513,56.777,4",15501e265d3449d5b2a68162a6dafc5c,HTTP,,Street ,Place of Worship
Haridhwar,India,,https://www.youtube.com/watch?v=4hScXCVm-cw,88bea6b04be64da0adc1ab8fc4f81443,HTTP,https://www.webcamtaxi.com/en/india/uttarakhand/shantikunj-gayatri-pariwar-haridwar.html,Street ,Place of Worship
Delhi,India,,https://www.youtube.com/watch?v=k-IwplSPNTE,3fd29a3de1294ca48bb21c3d322e0024,HTTP,https://www.webcamtaxi.com/en/india/delhi/iskcon-temple.html,Street ,Place of Worship
Tiruppur,India,,https://www.weatherbug.com/weather-camera/tiruppur-tamil-nadu-in,66cdb8e2808c4c72a474ca791f3fe5a8,HTTP,,beach,
,Indonesia,,"https://www.windy.com/-Webcams/Indonesia/Jakarta-Special-Capital-Region/RW-01/Gunung-Sahari-Ps-Baru-Jakarta-Pusat/webcams/1302163429?-0.088,102.129,5",4c5e226157804baab0221f5db78139b7,HTTP,,Traffic,
Dublin,Ireland,,https://video2archives.earthcam.com/archives/_definst_/MP4:permanent/14320/2018/03/15/1300.mp4/chunklist_w1567402773.m3u8?__fvd__,5da45351e7884bbba72b2d0bf9acbaed,HTTP,https://www.earthcam.com/world/ireland/dublin/?cam=dublinpub,Street ,Restraunt inside
Dublin,Ireland,,https://d3o4twxzdiwvsf.cloudfront.net/fecnetwork/4054.flv/chunklist.m3u8,e23f3edcae644793a90a2b0a644441fc,HTTP,https://www.earthcam.com/world/ireland/dublin/?cam=templebar,Street,
Dublin,Ireland,,https://d3o4twxzdiwvsf.cloudfront.net/fecnetwork/4054.flv/chunklist.m3u8,81c3b24a1fc04f5bab63453217dd5d92,HTTP,https://www.earthcam.com/world/ireland/dublin/?cam=templebar,Street,DUPLICATE CAM
Dublin,Ireland,,https://www.earthcam.com/world/ireland/dublin/?cam=templebar,e159e5b5c2cd4084895bdd54633961b6,HTTP,,DUPLICATE CAM,
,Ireland,,https://www.youtube.com/watch?v=MXqKk4WEhsE&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=194,NoKD6TJalI,,,Traffic,
,Isreal,,https://hddn01.skylinewebcams.com/live.m3u8?a=bh0l1il79ul4fpi746did5ujc7,57085e07519546bebec7ad36f66beeac,HTTP,https://www.skylinewebcams.com/en/webcam/israel/jerusalem-district/jerusalem/western-wall.html,Street ,Place of Worship/landmark
"Montefalco, Umbria",Italia,,https://www.youtube.com/watch?v=UklD1Cxcox8&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=123,fErWwjjIAu,,,Street,
Rome,Italy,,https://hddn01.skylinewebcams.com/live.m3u8?a=bh0l1il79ul4fpi746did5ujc7,eeb04277cc5447c7811564b15cb922d1,HTTP,https://www.skylinewebcams.com/en/webcam/italia/lazio/roma/roma-colosseo.html,Street,Park/resort
Rome,Italy,,https://hddn01.skylinewebcams.com/live.m3u8?a=bh0l1il79ul4fpi746did5ujc7,72e1a6e02d964c26b8462dbc6e5b30ec,HTTP,https://www.skylinewebcams.com/en/webcam/italia/lazio/roma/piazza-di-spagna.html,Street,Park/resort
Venice ,Italy,,https://hddn01.skylinewebcams.com/live.m3u8?a=bh0l1il79ul4fpi746did5ujc7,855241152bbd467390d29dd01bd43a34,HTTP,https://www.skylinewebcams.com/en/webcam/italia/veneto/venezia/piazza-san-marco.html,Street,Landmark
Rome,Italy,,https://hddn01.skylinewebcams.com/live.m3u8?a=bh0l1il79ul4fpi746did5ujc7,2ad47b620edc4127bc8bd3cc4ca62f2c,HTTP,https://www.skylinewebcams.com/en/webcam/italia/lazio/roma/piazza-di-spagna.html,Street,Landmark
Venice,Italy,,https://www.youtube.com/watch?v=BPXtn15_9qo,GHLCJA4FlL,,,Traffic,
Venice,Italy,,https://www.youtube.com/watch?v=JqUREqYduHw,c8VPhvJKyf,,,Traffic,
Lignano Sabbiadoro,Italy,,https://www.youtube.com/watch?v=DZWPuEin770,XQav0qaZkI,,,Beach,
Venice,Italy,,https://www.youtube.com/watch?v=GgLRWs8OyMs,U7REmkvwZs,,,Traffic,
Umbria,Italy,,https://www.youtube.com/watch?v=SOswzz5m6MQ,OOVC0OMXTn,,,Street,
Venice,Italy,,https://www.youtube.com/watch?v=WjOGhNDX51M&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=5,19agngybbc,,,Street,
Norcia,Italy,,https://www.youtube.com/watch?v=C78daVqDpB8&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=9,xtb36vnug8,,,Street,
Geiranger,italy,,https://www.youtube.com/watch?v=yMSc-qqW3To&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=42,Zh2w6AthNr,,,Street,
Vatican City,Italy,,https://www.youtube.com/watch?v=5YceQ8YqYMc&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=198,wqMHCSmnZJ,,,beach,
,Japan,,"https://www.windy.com/-Webcams/Japan/Gunma-Prefecture/Tone-District/gunma%22-%22minakami/webcams/1299393087?30.069,96.416,4",7a4783590fff4ef0b077c942fc9945b4,HTTP,,Traffic,
,Japan,,"https://www.windy.com/-Webcams/Japan/Iwate-Prefecture/Hachimantai/Iwate-Matsuo/webcams/1350076213?30.069,96.416,4",5f008a96d7d64e6982d7765163c203cb,HTTP,,Street,Park/Resort
,Japan,,"https://www.windy.com/-Webcams/Japan/Kagoshima-Prefecture/Kagoshima/カゴシマシ-鹿児島県-日本/webcams/1529057478?30.069,96.416,4",ad5bf375864d4d529befb10c6e08c063,HTTP,,Street,
,Japan,,"https://www.windy.com/-Webcams/Japan/Okinawa-Prefecture/Okinawa/沖縄-沖縄県-日本/webcams/1526183404?30.069,96.416,4",1a1b81193f8f40edb02efbb147b0cc1c,HTTP,,Street,Skyline
,Japan,,"https://www.windy.com/-Webcams/Russia/Sakhalin-Oblast/Yuzhno-Kurilsk/https://camera-rt-ru/sl/GqHhLGnXB/webcams/1565913452?30.069,96.416,4",889c5cfac7284c4dbac569ae36af73a0,HTTP,,Street,Park/Resort
Tokyo,Japan,,"https://www.windy.com/-Webcams/Japan/Tokyo/Ogasawara/Chichijima/webcams/1520719027?30.069,96.416,4",80d17b09498145368aa1587b398169c5,HTTP,,Street,Skyline
,Japan,,https://www.youtube.com/watch?v=rYd_GXV9H9k,c4216a1287b84b07a15743f2b7ff5057,HTTP,https://www.youtube.com/watch?v=rYd_GXV9H9k&feature=emb_logo,Street,
,Japan,,https://www.youtube.com/watch?v=yTf2D-uXyCU,79658037a6804d6f9a936389790357ff,HTTP,,Traffic,
,Japan,,https://www.youtube.com/watch?v=0vishEDtgdw,ee156cfffd9e429dbdb71d98e99c441c,HTTP,,Traffic,
,Japan,,https://www.youtube.com/watch?v=sokedD5KQmQ,cb99a969e5f94ff1a273fc1e313959cf,HTTP,,Traffic,
,Japan,,https://www.youtube.com/watch?v=wBfGSBAFv1c,396c4706a4fb4022adc253f84bd58b88,HTTP,,Street,
Fukushima,Japan,,https://www.youtube.com/watch?v=D5xnAmJWKLw,28b51c035c7145998e6f4fc8230a6ae9,HTTP,,Street,Transportation Station
,Japan,,https://www.youtube.com/watch?v=XDzc5u0zvmU,600c592f4bc6448b96e1541609512667,HTTP,,Traffic,
,Japan,,https://www.youtube.com/watch?v=pnQwBH4ZaLY,136131801c6c44e28f18d383404a114e,HTTP,,Removed From Website,
,Japan,,https://www.youtube.com/watch?v=1Dv9RNlshDw,f2c3042d13894f6cbdaeae9d60e8c08d,HTTP,,Street,Skyline
,Japan,,https://www.youtube.com/watch?v=RxBMVijwysg,14981734bc174e2ca48524cc04804daf,HTTP,,Street,Skyline
,Japan,,https://www.youtube.com/watch?v=Bq_RQE7gxBs,81e8ae62d1cd4227ae59b1cfd0a8091d,HTTP,,Traffic,
Hiroshima,Japan,,"https://www.windy.com/-Webcams/Japan/Hiroshima-Prefecture/Naka-Ward/Hiroshima-Peace-Memorial/webcams/1280190930?34.380,119.883,5",66372054b12d409f93000a09c237e1bd,HTTP,,Street,Landmark
,Japan,,https://www.youtube.com/watch?v=R1WtFiiu-uc&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=222,3RtTZZfKW5,,,Traffic,
Kyoto,Japan,,https://www.youtube.com/watch?v=XAqkW_tXAIc&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=238,RrchN3Mz7f,,,Traffic,
,Jordan,,https://hddn01.skylinewebcams.com/live.m3u8?a=bh0l1il79ul4fpi746did5ujc7,7387d67b994440b6ad986f8ba9e93bfa,HTTP,https://www.skylinewebcams.com/en/webcam/jordan/maan/amman/petra-visitor-center.html,Beach,
Monrovia,Liberia,,http://www.camvista.com/webdir/Liberia-Live-Web-Cams/1000762.html,b543711382e74ce2846cd21059878926,HTTP,,,
,Maldives,,https://hddn01.skylinewebcams.com/live.m3u8?a=bh0l1il79ul4fpi746did5ujc7,c55d2ecab95b4ef2883116f3dd118954,HTTP,https://www.skylinewebcams.com/en/webcam/maldives/lhaviyani-atoll/kurendhoo/maldives-kuredu.html,Beach,
,Maldives,,https://hddn01.skylinewebcams.com/live.m3u8?a=bh0l1il79ul4fpi746did5ujc7,53725cea6b3547ac9bdd40e8a18a6d9e,HTTP,https://www.skylinewebcams.com/en/webcam/maldives/lhaviyani-atoll/kurendhoo/kuredu-island.html,Beach,
,Maldives,,https://www.skylinewebcams.com/en/webcam/maldives.html,69ee8ba6628742729f807a8d78704e65,HTTP,,invalid cam,
Valetta,Malta,,https://hddn01.skylinewebcams.com/live.m3u8?a=bh0l1il79ul4fpi746did5ujc7,b5891c802efd41cdb880804ada9d8b2a,HTTP,https://www.skylinewebcams.com/en/webcam/malta/malta/valletta/st-george-square.html,Street,Park/resort
Queretaro,Mexico,,"https://www.windy.com/-Webcams/Mexico/Quer%C3%A9taro/Plaza-de-Armas/webcams/1357253422?20.612,-113.555,5",c845d877c40f4dbc826aa8d3871b56a3,HTTP,,Street,
,Nepal,,https://www.youtube.com/watch?v=S3PGA6PNeiA,79b6c38126a544b79589b094bee5043b,HTTP,,Street,
Amsterdam,Netherlands,,https://www.youtube.com/watch?v=KGEekP1102g,a6WNILesJT,,,Street,
Egmond aan Zee,Netherlands,,https://www.youtube.com/watch?v=L2obWMdThDg&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=103,mfhwck6WWh,,,Traffic,
Noordwijk Boulevard,Netherlands,,https://www.youtube.com/watch?v=8u-QGZvUiiY&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=201&t=0s,QWIJPKykPk,,,Beach,
Noordwijk Boulevard,Netherlands,,https://www.youtube.com/watch?v=T3wIHalVJCs&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=201,ELjHEXg36L,,,Beach,
Holland,Netherlands,,https://www.youtube.com/watch?v=hUxbpx431zk&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=202,LqTi5NuefI,,,Beach,
Cape May,NJ,,https://www.youtube.com/watch?v=CnkO8K8QS98,PzZtXx34gl,,,Beach,
,Norway,,https://www.youtube.com/watch?v=fpWVAZRb0R0&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=227,iTcyHLy1nr,,,Street,
,Philippines,https://videos-3.earthcam.com/fecnetwork/philippinesHD1.flv/chunklist_w376618451.m3u8?__fvd__,https://d3o4twxzdiwvsf.cloudfront.net/fecnetwork/philippinesHD1.flv/chunklist.m3u8,9ab6a69927504c6cbb28c089232a27ac,HTTP,https://www.earthcam.com/world/philippines/boracay/?cam=boracay_hd,Beach,
,Philippines,,https://hddn01.skylinewebcams.com/live.m3u8?a=bh0l1il79ul4fpi746did5ujc7,1b6cc37be0e141ffbb86028e68a03c08,HTTP,https://www.skylinewebcams.com/en/webcam/philippines/boracay-island/malay/bulabog-beach.html,Beach,
,Philippines,,https://hddn01.skylinewebcams.com/live.m3u8?a=bh0l1il79ul4fpi746did5ujc7,91f1d8c7deda4c1d91feb32d9072686c,HTTP,https://www.skylinewebcams.com/en/webcam/philippines/bohol/panglao/panglao-island.html,Beach,
Moscow ,Poland,,https://usa402.extcam.com/hls/playlist.m3u8?hlsId=abbe69fdec164e0288a9e8160861f194_100000878107_0&token=daf9a841ee0819becaa76d1810736ca2,2a2c84d83f2a42b4b920ee3f7c867c63,HTTP,https://www.webcamtaxi.com/en/russia/moscow-province/badoo-office.html,Traffic,
,Poland,,https://www.youtube.com/watch?v=GaLsmhnWR2A,df22fb12d480432ba399c1d0a5cd6361,HTTP,,Street,Skyline
Poro,Portugal,,https://www.youtube.com/watch?v=YmzZg_V5_pM,bcfe3110b5c94fcda206627d4aa79d7d,HTTP,https://www.webcamtaxi.com/en/portugal/porto/douro-river.html,Beach,
,Russia,,https://www.youtube.com/watch?v=vELm7qGptyo,78fd93ed874741198e6347728a44365b,HTTP,https://www.webcamtaxi.com/en/russia/irkutsk-oblast/kirov-square-ust-kut.html,Traffic,
Yekaterinburg,Russia,,"https://www.windy.com/-Webcams/Russia/Sverdlovsk-Oblast/Yekaterinburg/%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B1%D1%83%D1%80%D0%B3-%D0%9F%D0%BB%D0%BE%D1%89%D0%B0%D0%B4%D1%8C-%D0%B3/webcams/1424234958?56.837,47.417,5",72a39ea2aba045bd936780420b79a4ad,HTTP,,Street,
Yekaterinburg,Russia,,https://www.see.cam/ru/71/yekaterinburg,774b1b9602f54f9587881a85c0bd5eb4,HTTP,,DUPLICATE CAM,
Yekaterinburg,Russia,,https://www.webkams.com/russia/sverdlovskaya/yekaterinburg/79563,52cf4a4d039448108b7a344a27e73885,HTTP,,Street,"Multiple cams, all Street"
,Russia?,,https://www.youtube.com/watch?v=31msbwgePvI&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=208,aSl92rb13e,,,Street,
Medina,Saudi Arabia,,https://www.youtube.com/watch?time_continue=2&v=_xFaHKwrJ0s,1593c8e47c264271a7f0d8be7ca30728,HTTP,https://www.youtube.com/watch?time_continue=2&v=_xFaHKwrJ0s&feature=emb_logo,Street ,Place of Worship
,Singapore,,"https://www.windy.com/-Webcams/Singapore/Central/Singapore/Clarke-Quay/webcams/1560985943?8.016,83.496,5",f9f6e21936c7497d9bb7287e2f2435a9,HTTP,,Street,Skyline
,Singapore,,https://www.youtube.com/watch?v=Cf78YAVZ1qc,1692fe06675f4dd78a212a4244ed396a,HTTP,https://www.youtube.com/watch?v=Cf78YAVZ1qc&feature=emb_logo,Street,
,Singapore,,https://www.youtube.com/watch?v=-53eP7Trb9k,4e2cf899603e4f8abe195843dd3bc44d,HTTP,https://www.youtube.com/watch?v=-53eP7Trb9k&feature=emb_logo,Beach,
,Singapore,,https://www.youtube.com/watch?v=0OxrwzAuW1Q,a571551becb54b7d837d3b2ac69c163b,HTTP,https://www.youtube.com/watch?v=0OxrwzAuW1Q&feature=emb_logo,Removed From Website,
,Singapore,,https://www.mbyh.com/web-cam,bdc6a99caaa84496924cb6199093c5d2,HTTP,,Beach,
,Singapore,,http://kitt2000.no-ip.org:9110/woodlands/,b137cfbd8b6b4729a0aa1995fad19d97,HTTP,,Street,
Gangwon,South Korea,,"https://www.windy.com/-Webcams/South-Korea/Gangwon-do/Daegwannyeong-myeon/Parwang-san/webcams/1515064600?31.241,108.325,5",8a9928f3fd784f40bb219d1d1d9b8658,HTTP,,Street,Park/Resort
Jeollabuk,South Korea,,"https://www.windy.com/-Webcams/South-Korea/Jeollabuk-do/Samgong-ri/Tŏgyu-san/webcams/1515064858?31.241,108.325,5",40839583c7df41e59ab7948c90570827,HTTP,,Street,Park/Resort
Canary Islands,Spain,,https://www.youtube.com/watch?v=r-SuEnEjnCc&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=111,va575EgUhc,,,beach,
"Maspalomas, ",Spain,,https://www.youtube.com/watch?v=cvYNX6OONW4&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=154,1BOVus8tlA,,,street,
Zurich,Switzerland,,https://www.youtube.com/watch?v=8Et-HSrd9WI,102c029ecb044408911aedccfdad1de1,HTTP,https://www.webcamtaxi.com/en/switzerland/zurich-canton/hardbruecke-zuerich.html,Street,
Zurich,Switzerland,,https://www.youtube.com/watch?v=8Et-HSrd9WI&feature=youtu.be,8c54307f182a45fcb2662b34628d944d,HTTP,,DUPLICATE CAM,
"Lausanne, ",Switzerland,,https://www.youtube.com/watch?v=XWYGDljzTP0&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=149,Z0ClfKQn74,,,street,
,Taiwan,,"https://www.windy.com/-Webcams/Taiwan/Taiwan-Province/Keelung/-/webcams/1458725748?31.241,108.325,5",e8c6fb80e2eb433b9f9daaba8a99d177,HTTP,,Traffic,
,Taiwan,,"https://www.windy.com/-Webcams/Taiwan/Kaohsiung/尾西里/City-Nanzih-District/webcams/1297865817?31.241,108.325,5",c09bf5f3229f4f6ba93bb1ac8aa8ef08,HTTP,,Street,Park/Resort
,Taiwan,,https://www.youtube.com/watch?v=xCDSGVpWuNI,4872f61c68c942288c3eb48728b82925,HTTP,https://www.webcamtaxi.com/en/taiwan/new-taipei/zhongzheng-road.html,Traffic,
Gaoxiong,Taiwan,,https://www.pictimo.com/taiwan/kaohsiung/6918/webcam-street-view-in-kaohsiung,4a238b07d6324b2b96955a12a3f6005c,HTTP,,Traffic,
,Taiwan,,https://www.youtube.com/watch?v=xCDSGVpWuNI&list=PLwygboCFkeeA2w1fzJm44swdG-NnyB6ip&index=213,KSRHXzyMsp,,,Traffic,
Udon-Thani,Thailand,,"https://www.windy.com/-Webcams/Thailand/Udon-Thani-Province/Udon-Thani/Udon-Thani/webcams/1580040267?30.069,96.416,4",2d5cb4f272af4bd9ba52cab9c1d38901,HTTP,,Street,Park/Resort
Bangkok,Thailand,,"https://www.windy.com/-Webcams/Thailand/Bangkok/Skyline-from-Sathorn-Road/webcams/1368074325?30.069,96.416,4",462f9ad2158a4bc584bb534219b8db9a,HTTP,,Street,
Phuket,Thailand,,"https://www.windy.com/-Webcams/Thailand/Phuket-Province/Phuket/Bangla-Walking-Street/webcams/1460384845?30.069,96.416,4",a570e457556e43ea90af4b4b4bb20460,HTTP,,Street,
Surat-Thani,Thailand,,"https://www.windy.com/-Webcams/Thailand/Surat-Thani-Province/Thong-Sala/Phangan-Pier/webcams/1448620870?10.445,92.109,5",30501b89df5f41db94f176b322f8131a,HTTP,,Traffic,
,Thailand,,https://www.youtube.com/watch?v=1FvwPEKgcsA,7d5fab1a1f104b40bbf20e1192a53773,HTTP,,Beach,
,Thailand,,https://www.youtube.com/watch?v=xhfnS0tgKwg,f4eb19825b42455b93aae567ff758998,HTTP,,Street,
,Thailand,,https://www.youtube.com/watch?v=C1LlLCsWdcg,498850cca8de44f2802688c31a5a50a3,HTTP,,Street,
